id,category,text,buckwalter,phonemes,ipa,gold_ipa,exact_match,normalized_match,status,error
1386,idafa,حَقُّ النَّاسِ,Haq~u Aln~aAsi,H A qq U0 + nn aa s i0,ħɑqːunˈnaːsi,,,,PASS,
1387,idafa,حَقُّ الرَّجُلِ,Haq~u Alr~ajuli,H A qq U0 + rr a j u0 l i0,ħɑqˈqurːaʤuli,,,,PASS,
1388,idafa,حَقُّ الطَّالِبِ,Haq~u AlT~aAlibi,H A qq U0 + TT AA l i0 b i0,ħɑqːutˤˈtˤɑːlibi,,,,PASS,
1389,idafa,حَقُّ الصَّدِيقِ,Haq~u AlS~adiyqi,H A qq U0 + SS A d ii0 q I0,ħɑqːusˤːɑˈdiːqi,,,,PASS,
1390,idafa,حَقُّ النُّورِ,Haq~u Aln~uwri,H A qq U0 + nn uu0 r i0,ħɑqːunˈnuːri,,,,PASS,
1391,idafa,حَقُّ اللَّيْلِ,Haq~u All~ayoli,H A qq U0 + ll a y l i0,ħɑqːulˈlajli,,,,PASS,
1392,idafa,حَقُّ النَّجْمِ,Haq~u Aln~ajomi,H A qq U0 + nn a j m i0,ħɑqːunˈnaʤmi,,,,PASS,
1393,idafa,حَقُّ الْقَمَرِ,Haq~u Aloqamari,H A qq U0 + l q A m a r i0,ħɑqˈqulqɑmari,,,,PASS,
1394,idafa,حَقُّ الْبَيْتِ,Haq~u Alobayoti,H A qq U0 + l b a y t i0,ħɑqːulˈbajti,,,,PASS,
1395,idafa,حَقُّ الْكِتَابِ,Haq~u AlokitaAbi,H A qq U0 + l k i0 t aa b i0,ħɑqːulkiˈtaːbi,,,,PASS,
1396,idafa,حَقُّ الْمَسْجِدِ,Haq~u Alomasojidi,H A qq U0 + l m a s j i0 d i0,ħɑqːulˈmasʤidi,,,,PASS,
1397,idafa,حَقُّ الْبَابِ,Haq~u AlobaAbi,H A qq U0 + l b aa b i0,ħɑqːulˈbaːbi,,,,PASS,
1398,idafa,حَقُّ الْفَصْلِ,Haq~u AlofaSoli,H A qq U0 + l f A S l i0,ħɑqːulˈfɑsˤli,,,,PASS,
1399,idafa,حَقُّ السُّوقِ,Haq~u Als~uwqi,H A qq U0 + ss uu0 q I0,ħɑqːusˈsuːqi,,,,PASS,
1400,idafa,حَقُّ الشَّارِعِ,Haq~u Al$~aAriEi,H A qq U0 + $$ aa r i0 E i0,ħɑqːuʃˈʃaːriʕi,,,,PASS,
1401,idafa,حَقُّ الصَّبَاحِ,Haq~u AlS~abaAHi,H A qq U0 + SS A b aa H i0,ħɑqːusˤːɑˈbaːħi,,,,PASS,
1402,idafa,حَقُّ النَّهَارِ,Haq~u Aln~ahaAri,H A qq U0 + nn a h aa r i0,ħɑqːunːaˈhaːri,,,,PASS,
1403,idafa,حَقُّ الْقَلْبِ,Haq~u Aloqalobi,H A qq U0 + l q A l b i0,ħɑqːulˈqɑlbi,,,,PASS,
1404,idafa,حَقُّ الصَّوْتِ,Haq~u AlS~awoti,H A qq U0 + SS A w t i0,ħɑqːusˤˈsˤɑwti,,,,PASS,
1405,idafa,عِلْمُ الشَّمْسِ,Eilomu Al$~amosi,E i0 l m u0 + $$ a m s i0,ʕilmuʃˈʃamsi,,,,PASS,
1406,idafa,عِلْمُ النَّاسِ,Eilomu Aln~aAsi,E i0 l m u0 + nn aa s i0,ʕilmunˈnaːsi,,,,PASS,
1407,idafa,عِلْمُ الرَّجُلِ,Eilomu Alr~ajuli,E i0 l m u0 + rr a j u0 l i0,ʕilˈmurːaʤuli,,,,PASS,
1408,idafa,عِلْمُ الطَّالِبِ,Eilomu AlT~aAlibi,E i0 l m u0 + TT AA l i0 b i0,ʕilmutˤˈtˤɑːlibi,,,,PASS,
1409,idafa,عِلْمُ الصَّدِيقِ,Eilomu AlS~adiyqi,E i0 l m u0 + SS A d ii0 q I0,ʕilmusˤːɑˈdiːqi,,,,PASS,
1410,idafa,عِلْمُ النُّورِ,Eilomu Aln~uwri,E i0 l m u0 + nn uu0 r i0,ʕilmunˈnuːri,,,,PASS,
1411,idafa,عِلْمُ اللَّيْلِ,Eilomu All~ayoli,E i0 l m u0 + ll a y l i0,ʕilmulˈlajli,,,,PASS,
1412,idafa,عِلْمُ النَّجْمِ,Eilomu Aln~ajomi,E i0 l m u0 + nn a j m i0,ʕilmunˈnaʤmi,,,,PASS,
1413,idafa,عِلْمُ الْقَمَرِ,Eilomu Aloqamari,E i0 l m u0 + l q A m a r i0,ʕilˈmulqɑmari,,,,PASS,
1414,idafa,عِلْمُ الْبَيْتِ,Eilomu Alobayoti,E i0 l m u0 + l b a y t i0,ʕilmulˈbajti,,,,PASS,
1415,idafa,عِلْمُ الْكِتَابِ,Eilomu AlokitaAbi,E i0 l m u0 + l k i0 t aa b i0,ʕilmulkiˈtaːbi,,,,PASS,
1416,idafa,عِلْمُ الْمَسْجِدِ,Eilomu Alomasojidi,E i0 l m u0 + l m a s j i0 d i0,ʕilmulˈmasʤidi,,,,PASS,
1417,idafa,عِلْمُ الْبَابِ,Eilomu AlobaAbi,E i0 l m u0 + l b aa b i0,ʕilmulˈbaːbi,,,,PASS,
1418,idafa,عِلْمُ الْفَصْلِ,Eilomu AlofaSoli,E i0 l m u0 + l f A S l i0,ʕilmulˈfɑsˤli,,,,PASS,
1419,idafa,عِلْمُ السُّوقِ,Eilomu Als~uwqi,E i0 l m u0 + ss uu0 q I0,ʕilmusˈsuːqi,,,,PASS,
1420,idafa,عِلْمُ الشَّارِعِ,Eilomu Al$~aAriEi,E i0 l m u0 + $$ aa r i0 E i0,ʕilmuʃˈʃaːriʕi,,,,PASS,
1421,idafa,عِلْمُ الصَّبَاحِ,Eilomu AlS~abaAHi,E i0 l m u0 + SS A b aa H i0,ʕilmusˤːɑˈbaːħi,,,,PASS,
1422,idafa,عِلْمُ النَّهَارِ,Eilomu Aln~ahaAri,E i0 l m u0 + nn a h aa r i0,ʕilmunːaˈhaːri,,,,PASS,
1423,idafa,عِلْمُ الْقَلْبِ,Eilomu Aloqalobi,E i0 l m u0 + l q A l b i0,ʕilmulˈqɑlbi,,,,PASS,
1424,idafa,عِلْمُ الصَّوْتِ,Eilomu AlS~awoti,E i0 l m u0 + SS A w t i0,ʕilmusˤˈsˤɑwti,,,,PASS,
1425,idafa,دِينُ الشَّمْسِ,diynu Al$~amosi,d ii0 n u0 + $$ a m s i0,diːnuʃˈʃamsi,,,,PASS,
1426,idafa,دِينُ النَّاسِ,diynu Aln~aAsi,d ii0 n u0 + nn aa s i0,diːnunˈnaːsi,,,,PASS,
1427,idafa,دِينُ الرَّجُلِ,diynu Alr~ajuli,d ii0 n u0 + rr a j u0 l i0,diːˈnurːaʤuli,,,,PASS,
1428,idafa,دِينُ الطَّالِبِ,diynu AlT~aAlibi,d ii0 n u0 + TT AA l i0 b i0,diːnutˤˈtˤɑːlibi,,,,PASS,
1429,idafa,دِينُ الصَّدِيقِ,diynu AlS~adiyqi,d ii0 n u0 + SS A d ii0 q I0,diːnusˤːɑˈdiːqi,,,,PASS,
1430,idafa,دِينُ النُّورِ,diynu Aln~uwri,d ii0 n u0 + nn uu0 r i0,diːnunˈnuːri,,,,PASS,
1431,idafa,دِينُ اللَّيْلِ,diynu All~ayoli,d ii0 n u0 + ll a y l i0,diːnulˈlajli,,,,PASS,
1432,idafa,دِينُ النَّجْمِ,diynu Aln~ajomi,d ii0 n u0 + nn a j m i0,diːnunˈnaʤmi,,,,PASS,
1433,idafa,دِينُ الْقَمَرِ,diynu Aloqamari,d ii0 n u0 + l q A m a r i0,diːˈnulqɑmari,,,,PASS,
1434,idafa,دِينُ الْبَيْتِ,diynu Alobayoti,d ii0 n u0 + l b a y t i0,diːnulˈbajti,,,,PASS,
1435,idafa,دِينُ الْكِتَابِ,diynu AlokitaAbi,d ii0 n u0 + l k i0 t aa b i0,diːnulkiˈtaːbi,,,,PASS,
1436,idafa,دِينُ الْمَسْجِدِ,diynu Alomasojidi,d ii0 n u0 + l m a s j i0 d i0,diːnulˈmasʤidi,,,,PASS,
1437,idafa,دِينُ الْبَابِ,diynu AlobaAbi,d ii0 n u0 + l b aa b i0,diːnulˈbaːbi,,,,PASS,
1438,idafa,دِينُ الْفَصْلِ,diynu AlofaSoli,d ii0 n u0 + l f A S l i0,diːnulˈfɑsˤli,,,,PASS,
1439,idafa,دِينُ السُّوقِ,diynu Als~uwqi,d ii0 n u0 + ss uu0 q I0,diːnusˈsuːqi,,,,PASS,
1440,idafa,دِينُ الشَّارِعِ,diynu Al$~aAriEi,d ii0 n u0 + $$ aa r i0 E i0,diːnuʃˈʃaːriʕi,,,,PASS,
1441,idafa,دِينُ الصَّبَاحِ,diynu AlS~abaAHi,d ii0 n u0 + SS A b aa H i0,diːnusˤːɑˈbaːħi,,,,PASS,
1442,idafa,دِينُ النَّهَارِ,diynu Aln~ahaAri,d ii0 n u0 + nn a h aa r i0,diːnunːaˈhaːri,,,,PASS,
1443,idafa,دِينُ الْقَلْبِ,diynu Aloqalobi,d ii0 n u0 + l q A l b i0,diːnulˈqɑlbi,,,,PASS,
1444,idafa,دِينُ الصَّوْتِ,diynu AlS~awoti,d ii0 n u0 + SS A w t i0,diːnusˤˈsˤɑwti,,,,PASS,
1445,idafa,صَدِيقُ الشَّمْسِ,Sadiyqu Al$~amosi,S A d ii0 q U0 + $$ a m s i0,sˤɑdiːquʃˈʃamsi,,,,PASS,
1446,idafa,صَدِيقُ النَّاسِ,Sadiyqu Aln~aAsi,S A d ii0 q U0 + nn aa s i0,sˤɑdiːqunˈnaːsi,,,,PASS,
1447,idafa,صَدِيقُ الرَّجُلِ,Sadiyqu Alr~ajuli,S A d ii0 q U0 + rr a j u0 l i0,sˤɑdiːˈqurːaʤuli,,,,PASS,
1448,idafa,صَدِيقُ الطَّالِبِ,Sadiyqu AlT~aAlibi,S A d ii0 q U0 + TT AA l i0 b i0,sˤɑdiːqutˤˈtˤɑːlibi,,,,PASS,
1449,idafa,صَدِيقُ الصَّدِيقِ,Sadiyqu AlS~adiyqi,S A d ii0 q U0 + SS A d ii0 q I0,sˤɑdiːqusˤːɑˈdiːqi,,,,PASS,
1450,idafa,صَدِيقُ النُّورِ,Sadiyqu Aln~uwri,S A d ii0 q U0 + nn uu0 r i0,sˤɑdiːqunˈnuːri,,,,PASS,
1451,idafa,صَدِيقُ اللَّيْلِ,Sadiyqu All~ayoli,S A d ii0 q U0 + ll a y l i0,sˤɑdiːqulˈlajli,,,,PASS,
1452,idafa,صَدِيقُ النَّجْمِ,Sadiyqu Aln~ajomi,S A d ii0 q U0 + nn a j m i0,sˤɑdiːqunˈnaʤmi,,,,PASS,
1453,idafa,صَدِيقُ الْقَمَرِ,Sadiyqu Aloqamari,S A d ii0 q U0 + l q A m a r i0,sˤɑdiːˈqulqɑmari,,,,PASS,
1454,idafa,صَدِيقُ الْبَيْتِ,Sadiyqu Alobayoti,S A d ii0 q U0 + l b a y t i0,sˤɑdiːqulˈbajti,,,,PASS,
1455,idafa,صَدِيقُ الْكِتَابِ,Sadiyqu AlokitaAbi,S A d ii0 q U0 + l k i0 t aa b i0,sˤɑdiːqulkiˈtaːbi,,,,PASS,
1456,idafa,صَدِيقُ الْمَسْجِدِ,Sadiyqu Alomasojidi,S A d ii0 q U0 + l m a s j i0 d i0,sˤɑdiːqulˈmasʤidi,,,,PASS,
1457,idafa,صَدِيقُ الْبَابِ,Sadiyqu AlobaAbi,S A d ii0 q U0 + l b aa b i0,sˤɑdiːqulˈbaːbi,,,,PASS,
1458,idafa,صَدِيقُ الْفَصْلِ,Sadiyqu AlofaSoli,S A d ii0 q U0 + l f A S l i0,sˤɑdiːqulˈfɑsˤli,,,,PASS,
1459,idafa,صَدِيقُ السُّوقِ,Sadiyqu Als~uwqi,S A d ii0 q U0 + ss uu0 q I0,sˤɑdiːqusˈsuːqi,,,,PASS,
1460,idafa,صَدِيقُ الشَّارِعِ,Sadiyqu Al$~aAriEi,S A d ii0 q U0 + $$ aa r i0 E i0,sˤɑdiːquʃˈʃaːriʕi,,,,PASS,
1461,idafa,صَدِيقُ الصَّبَاحِ,Sadiyqu AlS~abaAHi,S A d ii0 q U0 + SS A b aa H i0,sˤɑdiːqusˤːɑˈbaːħi,,,,PASS,
1462,idafa,صَدِيقُ النَّهَارِ,Sadiyqu Aln~ahaAri,S A d ii0 q U0 + nn a h aa r i0,sˤɑdiːqunːaˈhaːri,,,,PASS,
1463,idafa,صَدِيقُ الْقَلْبِ,Sadiyqu Aloqalobi,S A d ii0 q U0 + l q A l b i0,sˤɑdiːqulˈqɑlbi,,,,PASS,
1464,idafa,صَدِيقُ الصَّوْتِ,Sadiyqu AlS~awoti,S A d ii0 q U0 + SS A w t i0,sˤɑdiːqusˤˈsˤɑwti,,,,PASS,
1465,idafa,شَارِعُ الشَّمْسِ,$aAriEu Al$~amosi,$ aa r i0 E u0 + $$ a m s i0,ʃaːriʕuʃˈʃamsi,,,,PASS,
1466,idafa,شَارِعُ النَّاسِ,$aAriEu Aln~aAsi,$ aa r i0 E u0 + nn aa s i0,ʃaːriʕunˈnaːsi,,,,PASS,
1467,idafa,شَارِعُ الرَّجُلِ,$aAriEu Alr~ajuli,$ aa r i0 E u0 + rr a j u0 l i0,ʃaːriˈʕurːaʤuli,,,,PASS,
1468,idafa,شَارِعُ الطَّالِبِ,$aAriEu AlT~aAlibi,$ aa r i0 E u0 + TT AA l i0 b i0,ʃaːriʕutˤˈtˤɑːlibi,,,,PASS,
1469,idafa,شَارِعُ الصَّدِيقِ,$aAriEu AlS~adiyqi,$ aa r i0 E u0 + SS A d ii0 q I0,ʃaːriʕusˤːɑˈdiːqi,,,,PASS,
1470,idafa,شَارِعُ النُّورِ,$aAriEu Aln~uwri,$ aa r i0 E u0 + nn uu0 r i0,ʃaːriʕunˈnuːri,,,,PASS,
1471,idafa,شَارِعُ اللَّيْلِ,$aAriEu All~ayoli,$ aa r i0 E u0 + ll a y l i0,ʃaːriʕulˈlajli,,,,PASS,
1472,idafa,شَارِعُ النَّجْمِ,$aAriEu Aln~ajomi,$ aa r i0 E u0 + nn a j m i0,ʃaːriʕunˈnaʤmi,,,,PASS,
1473,idafa,شَارِعُ الْقَمَرِ,$aAriEu Aloqamari,$ aa r i0 E u0 + l q A m a r i0,ʃaːriˈʕulqɑmari,,,,PASS,
1474,idafa,شَارِعُ الْبَيْتِ,$aAriEu Alobayoti,$ aa r i0 E u0 + l b a y t i0,ʃaːriʕulˈbajti,,,,PASS,
1475,idafa,شَارِعُ الْكِتَابِ,$aAriEu AlokitaAbi,$ aa r i0 E u0 + l k i0 t aa b i0,ʃaːriʕulkiˈtaːbi,,,,PASS,
1476,idafa,شَارِعُ الْمَسْجِدِ,$aAriEu Alomasojidi,$ aa r i0 E u0 + l m a s j i0 d i0,ʃaːriʕulˈmasʤidi,,,,PASS,
1477,idafa,شَارِعُ الْبَابِ,$aAriEu AlobaAbi,$ aa r i0 E u0 + l b aa b i0,ʃaːriʕulˈbaːbi,,,,PASS,
1478,idafa,شَارِعُ الْفَصْلِ,$aAriEu AlofaSoli,$ aa r i0 E u0 + l f A S l i0,ʃaːriʕulˈfɑsˤli,,,,PASS,
1479,idafa,شَارِعُ السُّوقِ,$aAriEu Als~uwqi,$ aa r i0 E u0 + ss uu0 q I0,ʃaːriʕusˈsuːqi,,,,PASS,
1480,idafa,شَارِعُ الشَّارِعِ,$aAriEu Al$~aAriEi,$ aa r i0 E u0 + $$ aa r i0 E i0,ʃaːriʕuʃˈʃaːriʕi,,,,PASS,
1481,idafa,شَارِعُ الصَّبَاحِ,$aAriEu AlS~abaAHi,$ aa r i0 E u0 + SS A b aa H i0,ʃaːriʕusˤːɑˈbaːħi,,,,PASS,
1482,idafa,شَارِعُ النَّهَارِ,$aAriEu Aln~ahaAri,$ aa r i0 E u0 + nn a h aa r i0,ʃaːriʕunːaˈhaːri,,,,PASS,
1483,idafa,شَارِعُ الْقَلْبِ,$aAriEu Aloqalobi,$ aa r i0 E u0 + l q A l b i0,ʃaːriʕulˈqɑlbi,,,,PASS,
1484,idafa,شَارِعُ الصَّوْتِ,$aAriEu AlS~awoti,$ aa r i0 E u0 + SS A w t i0,ʃaːriʕusˤˈsˤɑwti,,,,PASS,
1485,idafa,مَكْتَبُ الشَّمْسِ,makotabu Al$~amosi,m a k t a b u0 + $$ a m s i0,maktabuʃˈʃamsi,,,,PASS,
1486,idafa,مَكْتَبُ النَّاسِ,makotabu Aln~aAsi,m a k t a b u0 + nn aa s i0,maktabunˈnaːsi,,,,PASS,
1487,idafa,مَكْتَبُ الرَّجُلِ,makotabu Alr~ajuli,m a k t a b u0 + rr a j u0 l i0,maktaˈburːaʤuli,,,,PASS,
1488,idafa,مَكْتَبُ الطَّالِبِ,makotabu AlT~aAlibi,m a k t a b u0 + TT AA l i0 b i0,maktabutˤˈtˤɑːlibi,,,,PASS,
1489,idafa,مَكْتَبُ الصَّدِيقِ,makotabu AlS~adiyqi,m a k t a b u0 + SS A d ii0 q I0,maktabusˤːɑˈdiːqi,,,,PASS,
1490,idafa,مَكْتَبُ النُّورِ,makotabu Aln~uwri,m a k t a b u0 + nn uu0 r i0,maktabunˈnuːri,,,,PASS,
1491,idafa,مَكْتَبُ اللَّيْلِ,makotabu All~ayoli,m a k t a b u0 + ll a y l i0,maktabulˈlajli,,,,PASS,
1492,idafa,مَكْتَبُ النَّجْمِ,makotabu Aln~ajomi,m a k t a b u0 + nn a j m i0,maktabunˈnaʤmi,,,,PASS,
1493,idafa,مَكْتَبُ الْقَمَرِ,makotabu Aloqamari,m a k t a b u0 + l q A m a r i0,maktaˈbulqɑmari,,,,PASS,
1494,idafa,مَكْتَبُ الْبَيْتِ,makotabu Alobayoti,m a k t a b u0 + l b a y t i0,maktabulˈbajti,,,,PASS,
1495,idafa,مَكْتَبُ الْكِتَابِ,makotabu AlokitaAbi,m a k t a b u0 + l k i0 t aa b i0,maktabulkiˈtaːbi,,,,PASS,
1496,idafa,مَكْتَبُ الْمَسْجِدِ,makotabu Alomasojidi,m a k t a b u0 + l m a s j i0 d i0,maktabulˈmasʤidi,,,,PASS,
1497,idafa,مَكْتَبُ الْبَابِ,makotabu AlobaAbi,m a k t a b u0 + l b aa b i0,maktabulˈbaːbi,,,,PASS,
1498,idafa,مَكْتَبُ الْفَصْلِ,makotabu AlofaSoli,m a k t a b u0 + l f A S l i0,maktabulˈfɑsˤli,,,,PASS,
1499,idafa,مَكْتَبُ السُّوقِ,makotabu Als~uwqi,m a k t a b u0 + ss uu0 q I0,maktabusˈsuːqi,,,,PASS,
1500,idafa,مَكْتَبُ الشَّارِعِ,makotabu Al$~aAriEi,m a k t a b u0 + $$ aa r i0 E i0,maktabuʃˈʃaːriʕi,,,,PASS,
1501,idafa,مَكْتَبُ الصَّبَاحِ,makotabu AlS~abaAHi,m a k t a b u0 + SS A b aa H i0,maktabusˤːɑˈbaːħi,,,,PASS,
1502,idafa,مَكْتَبُ النَّهَارِ,makotabu Aln~ahaAri,m a k t a b u0 + nn a h aa r i0,maktabunːaˈhaːri,,,,PASS,
1503,idafa,مَكْتَبُ الْقَلْبِ,makotabu Aloqalobi,m a k t a b u0 + l q A l b i0,maktabulˈqɑlbi,,,,PASS,
1504,idafa,مَكْتَبُ الصَّوْتِ,makotabu AlS~awoti,m a k t a b u0 + SS A w t i0,maktabusˤˈsˤɑwti,,,,PASS,
1505,idafa,غُرْفَةُ الشَّمْسِ,gurofapu Al$~amosi,g U0 r f a t u0 + $$ a m s i0,ɣurfatuʃˈʃamsi,,,,PASS,
1506,idafa,غُرْفَةُ النَّاسِ,gurofapu Aln~aAsi,g U0 r f a t u0 + nn aa s i0,ɣurfatunˈnaːsi,,,,PASS,
1507,idafa,غُرْفَةُ الرَّجُلِ,gurofapu Alr~ajuli,g U0 r f a t u0 + rr a j u0 l i0,ɣurfaˈturːaʤuli,,,,PASS,
1508,idafa,غُرْفَةُ الطَّالِبِ,gurofapu AlT~aAlibi,g U0 r f a t u0 + TT AA l i0 b i0,ɣurfatutˤˈtˤɑːlibi,,,,PASS,
1509,idafa,غُرْفَةُ الصَّدِيقِ,gurofapu AlS~adiyqi,g U0 r f a t u0 + SS A d ii0 q I0,ɣurfatusˤːɑˈdiːqi,,,,PASS,
1510,idafa,غُرْفَةُ النُّورِ,gurofapu Aln~uwri,g U0 r f a t u0 + nn uu0 r i0,ɣurfatunˈnuːri,,,,PASS,
1511,idafa,غُرْفَةُ اللَّيْلِ,gurofapu All~ayoli,g U0 r f a t u0 + ll a y l i0,ɣurfatulˈlajli,,,,PASS,
1512,idafa,غُرْفَةُ النَّجْمِ,gurofapu Aln~ajomi,g U0 r f a t u0 + nn a j m i0,ɣurfatunˈnaʤmi,,,,PASS,
1513,idafa,غُرْفَةُ الْقَمَرِ,gurofapu Aloqamari,g U0 r f a t u0 + l q A m a r i0,ɣurfaˈtulqɑmari,,,,PASS,
1514,idafa,غُرْفَةُ الْبَيْتِ,gurofapu Alobayoti,g U0 r f a t u0 + l b a y t i0,ɣurfatulˈbajti,,,,PASS,
1515,idafa,غُرْفَةُ الْكِتَابِ,gurofapu AlokitaAbi,g U0 r f a t u0 + l k i0 t aa b i0,ɣurfatulkiˈtaːbi,,,,PASS,
1516,idafa,غُرْفَةُ الْمَسْجِدِ,gurofapu Alomasojidi,g U0 r f a t u0 + l m a s j i0 d i0,ɣurfatulˈmasʤidi,,,,PASS,
1517,idafa,غُرْفَةُ الْبَابِ,gurofapu AlobaAbi,g U0 r f a t u0 + l b aa b i0,ɣurfatulˈbaːbi,,,,PASS,
1518,idafa,غُرْفَةُ الْفَصْلِ,gurofapu AlofaSoli,g U0 r f a t u0 + l f A S l i0,ɣurfatulˈfɑsˤli,,,,PASS,
1519,idafa,غُرْفَةُ السُّوقِ,gurofapu Als~uwqi,g U0 r f a t u0 + ss uu0 q I0,ɣurfatusˈsuːqi,,,,PASS,
1520,idafa,غُرْفَةُ الشَّارِعِ,gurofapu Al$~aAriEi,g U0 r f a t u0 + $$ aa r i0 E i0,ɣurfatuʃˈʃaːriʕi,,,,PASS,
1521,idafa,غُرْفَةُ الصَّبَاحِ,gurofapu AlS~abaAHi,g U0 r f a t u0 + SS A b aa H i0,ɣurfatusˤːɑˈbaːħi,,,,PASS,
1522,idafa,غُرْفَةُ النَّهَارِ,gurofapu Aln~ahaAri,g U0 r f a t u0 + nn a h aa r i0,ɣurfatunːaˈhaːri,,,,PASS,
1523,idafa,غُرْفَةُ الْقَلْبِ,gurofapu Aloqalobi,g U0 r f a t u0 + l q A l b i0,ɣurfatulˈqɑlbi,,,,PASS,
1524,idafa,غُرْفَةُ الصَّوْتِ,gurofapu AlS~awoti,g U0 r f a t u0 + SS A w t i0,ɣurfatusˤˈsˤɑwti,,,,PASS,
1525,idafa,قَمَرُ الشَّمْسِ,qamaru Al$~amosi,q A m a r u0 + $$ a m s i0,qɑmaruʃˈʃamsi,,,,PASS,
1526,idafa,قَمَرُ النَّاسِ,qamaru Aln~aAsi,q A m a r u0 + nn aa s i0,qɑmarunˈnaːsi,,,,PASS,
1527,idafa,قَمَرُ الرَّجُلِ,qamaru Alr~ajuli,q A m a r u0 + rr a j u0 l i0,qɑmaˈrurːaʤuli,,,,PASS,
1528,idafa,قَمَرُ الطَّالِبِ,qamaru AlT~aAlibi,q A m a r u0 + TT AA l i0 b i0,qɑmarutˤˈtˤɑːlibi,,,,PASS,
1529,idafa,قَمَرُ الصَّدِيقِ,qamaru AlS~adiyqi,q A m a r u0 + SS A d ii0 q I0,qɑmarusˤːɑˈdiːqi,,,,PASS,
1530,idafa,قَمَرُ النُّورِ,qamaru Aln~uwri,q A m a r u0 + nn uu0 r i0,qɑmarunˈnuːri,,,,PASS,
1531,idafa,قَمَرُ اللَّيْلِ,qamaru All~ayoli,q A m a r u0 + ll a y l i0,qɑmarulˈlajli,,,,PASS,
1532,idafa,قَمَرُ النَّجْمِ,qamaru Aln~ajomi,q A m a r u0 + nn a j m i0,qɑmarunˈnaʤmi,,,,PASS,
1533,idafa,قَمَرُ الْقَمَرِ,qamaru Aloqamari,q A m a r u0 + l q A m a r i0,qɑmaˈrulqɑmari,,,,PASS,
1534,idafa,قَمَرُ الْبَيْتِ,qamaru Alobayoti,q A m a r u0 + l b a y t i0,qɑmarulˈbajti,,,,PASS,
1535,idafa,قَمَرُ الْكِتَابِ,qamaru AlokitaAbi,q A m a r u0 + l k i0 t aa b i0,qɑmarulkiˈtaːbi,,,,PASS,
1536,idafa,قَمَرُ الْمَسْجِدِ,qamaru Alomasojidi,q A m a r u0 + l m a s j i0 d i0,qɑmarulˈmasʤidi,,,,PASS,
1537,idafa,قَمَرُ الْبَابِ,qamaru AlobaAbi,q A m a r u0 + l b aa b i0,qɑmarulˈbaːbi,,,,PASS,
1538,idafa,قَمَرُ الْفَصْلِ,qamaru AlofaSoli,q A m a r u0 + l f A S l i0,qɑmarulˈfɑsˤli,,,,PASS,
1539,idafa,قَمَرُ السُّوقِ,qamaru Als~uwqi,q A m a r u0 + ss uu0 q I0,qɑmarusˈsuːqi,,,,PASS,
1540,idafa,قَمَرُ الشَّارِعِ,qamaru Al$~aAriEi,q A m a r u0 + $$ aa r i0 E i0,qɑmaruʃˈʃaːriʕi,,,,PASS,
1541,idafa,قَمَرُ الصَّبَاحِ,qamaru AlS~abaAHi,q A m a r u0 + SS A b aa H i0,qɑmarusˤːɑˈbaːħi,,,,PASS,
1542,idafa,قَمَرُ النَّهَارِ,qamaru Aln~ahaAri,q A m a r u0 + nn a h aa r i0,qɑmarunːaˈhaːri,,,,PASS,
1543,idafa,قَمَرُ الْقَلْبِ,qamaru Aloqalobi,q A m a r u0 + l q A l b i0,qɑmarulˈqɑlbi,,,,PASS,
1544,idafa,قَمَرُ الصَّوْتِ,qamaru AlS~awoti,q A m a r u0 + SS A w t i0,qɑmarusˤˈsˤɑwti,,,,PASS,
1545,idafa,شَمْسُ الشَّمْسِ,$amosu Al$~amosi,$ a m s u0 + $$ a m s i0,ʃamsuʃˈʃamsi,,,,PASS,
1546,idafa,شَمْسُ النَّاسِ,$amosu Aln~aAsi,$ a m s u0 + nn aa s i0,ʃamsunˈnaːsi,,,,PASS,
1547,idafa,شَمْسُ الرَّجُلِ,$amosu Alr~ajuli,$ a m s u0 + rr a j u0 l i0,ʃamˈsurːaʤuli,,,,PASS,
1548,idafa,شَمْسُ الطَّالِبِ,$amosu AlT~aAlibi,$ a m s u0 + TT AA l i0 b i0,ʃamsutˤˈtˤɑːlibi,,,,PASS,
1549,idafa,شَمْسُ الصَّدِيقِ,$amosu AlS~adiyqi,$ a m s u0 + SS A d ii0 q I0,ʃamsusˤːɑˈdiːqi,,,,PASS,
1550,idafa,شَمْسُ النُّورِ,$amosu Aln~uwri,$ a m s u0 + nn uu0 r i0,ʃamsunˈnuːri,,,,PASS,
1551,idafa,شَمْسُ اللَّيْلِ,$amosu All~ayoli,$ a m s u0 + ll a y l i0,ʃamsulˈlajli,,,,PASS,
1552,idafa,شَمْسُ النَّجْمِ,$amosu Aln~ajomi,$ a m s u0 + nn a j m i0,ʃamsunˈnaʤmi,,,,PASS,
1553,idafa,شَمْسُ الْقَمَرِ,$amosu Aloqamari,$ a m s u0 + l q A m a r i0,ʃamˈsulqɑmari,,,,PASS,
1554,idafa,شَمْسُ الْبَيْتِ,$amosu Alobayoti,$ a m s u0 + l b a y t i0,ʃamsulˈbajti,,,,PASS,
1555,idafa,شَمْسُ الْكِتَابِ,$amosu AlokitaAbi,$ a m s u0 + l k i0 t aa b i0,ʃamsulkiˈtaːbi,,,,PASS,
1556,idafa,شَمْسُ الْمَسْجِدِ,$amosu Alomasojidi,$ a m s u0 + l m a s j i0 d i0,ʃamsulˈmasʤidi,,,,PASS,
